date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:54:42	341927/341927	---M--	200	added ('OK')	image/png	etag:%221400541-537a7-63c2587b6e787%22	https://inclusiveminds.in/images/wise/2025/Jigmet%20Norzin.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Jigmet%20Norzin.png	(from https://inclusiveminds.in/wise_2025.php)
07:55:03	270869/270869	---M--	200	added ('OK')	image/png	etag:%22140053e-42215-63c2587aa29b8%22	https://inclusiveminds.in/images/wise/2025/Anoushka.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Anoushka.png	(from https://inclusiveminds.in/wise_2025.php)
07:55:06	303644/303644	---M--	200	added ('OK')	image/png	etag:%221400551-4a21c-63c2587f2201e%22	https://inclusiveminds.in/images/wise/2025/Thenthamizh%20S.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Thenthamizh%20S.png	(from https://inclusiveminds.in/wise_2025.php)
07:55:09	293783/293783	---M--	200	added ('OK')	image/png	etag:%221400550-47b97-63c2587e9e2af%22	https://inclusiveminds.in/images/wise/2025/Santhiya%20M.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Santhiya%20M.png	(from https://inclusiveminds.in/wise_2025.php)
07:55:17	399550/399550	---M--	200	added ('OK')	image/png	etag:%22140054a-618be-63c2587d6cbd3%22	https://inclusiveminds.in/images/wise/2025/Rashmika%20Sharma.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Rashmika%20Sharma.png	(from https://inclusiveminds.in/wise_2025.php)
07:55:35	265416/265416	---M--	200	added ('OK')	image/png	etag:%221400542-40cc8-63c2587b6d7e7%22	https://inclusiveminds.in/images/wise/2025/Garvita%20Maheshwari.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Garvita%20Maheshwari.png	(from https://inclusiveminds.in/wise_2025.php)
07:55:41	270003/270003	---M--	200	added ('OK')	image/png	etag:%2214001af-41eb3-6479df7ed6fdb%22	https://inclusiveminds.in/images/wise/2026/Arshi%20Khan.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Arshi%20Khan.png	(from https://inclusiveminds.in/wise_2026.php)
07:55:48	258010/258010	---M--	200	added ('OK')	image/png	etag:%2214001a9-3efda-6479df79a7cde%22	https://inclusiveminds.in/images/wise/2026/Megha%20Rani%20Pradhan.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Megha%20Rani%20Pradhan.png	(from https://inclusiveminds.in/wise_2026.php)
07:55:55	256167/256167	---M--	200	added ('OK')	image/png	etag:%2214001b6-3e8a7-6479dfc01522a%22	https://inclusiveminds.in/images/wise/2026/Charu%20Singh%20Rathore.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Charu%20Singh%20Rathore.png	(from https://inclusiveminds.in/wise_2026.php)
07:55:59	262911/262911	---M--	200	added ('OK')	image/png	etag:%2214001b5-402ff-6479dfb0dad44%22	https://inclusiveminds.in/images/wise/2026/Poorvi%20Patil.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Poorvi%20Patil.png	(from https://inclusiveminds.in/wise_2026.php)
07:56:04	287096/287096	---M--	200	added ('OK')	image/png	etag:%2214001b1-46178-6479df8b2d0aa%22	https://inclusiveminds.in/images/wise/2026/Bhumika%20Mahajan.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Bhumika%20Mahajan.png	(from https://inclusiveminds.in/wise_2026.php)
07:56:17	291081/291081	---M--	200	added ('OK')	image/png	etag:%2214001b3-47109-6479df9e06dd7%22	https://inclusiveminds.in/images/wise/2026/Aleena%20Paul.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Aleena%20Paul.png	(from https://inclusiveminds.in/wise_2026.php)
07:56:21	288660/288660	---M--	200	added ('OK')	image/png	etag:%2214001b4-46794-6479dfab952e3%22	https://inclusiveminds.in/images/wise/2026/Nalanda%20Basu.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Nalanda%20Basu.png	(from https://inclusiveminds.in/wise_2026.php)
07:56:33	311772/311772	---M--	200	added ('OK')	image/png	etag:%2214001b0-4c1dc-6479df83d6d03%22	https://inclusiveminds.in/images/wise/2026/Mohini%20Choubey.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Mohini%20Choubey.png	(from https://inclusiveminds.in/wise_2026.php)
07:56:37	11242/11242	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2002:26:34%20GMT	https://inclusiveminds.in/nf/users/index	E:/downloads/inclusiveminds/inclusiveminds.in/nf/users/index.html	(from https://inclusiveminds.in/nf/)
07:56:40	135257/135257	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2214034dc-21059-61cff840dd080%22	https://inclusiveminds.in/images/nfs/Aastha.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Aastha.png	(from https://inclusiveminds.in/nf_2023.php)
07:56:46	147526/147526	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2214034db-24046-61cff840dd080%22	https://inclusiveminds.in/images/nfs/Aarushi%20Shekhar.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Aarushi%20Shekhar.png	(from https://inclusiveminds.in/nf_2024.php)
07:57:00	118342/118342	UR-M--	200	added ('Partial%20Content')	image/png	etag:%221400238-1ce46-63bc153b8de2f%22	https://inclusiveminds.in/images/nfs/2025/Saurabh%20Photo.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Saurabh%20Photo.png	(from https://inclusiveminds.in/nf_2025.php)
07:57:03	339304/339304	---M--	200	added ('OK')	image/png	etag:%2214001b2-52d68-6479df91ed9b8%22	https://inclusiveminds.in/images/wise/2026/Riya%20Mishra.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2026/Riya%20Mishra.png	(from https://inclusiveminds.in/wise_2026.php)
07:57:05	154704/154704	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22140023c-25c50-63bc1551ed96e%22	https://inclusiveminds.in/images/nfs/2025/Siddharth%20Jha.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Siddharth%20Jha.png	(from https://inclusiveminds.in/nf_2025.php)
07:57:10	12473/12473	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2002:27:08%20GMT	https://inclusiveminds.in/wise/users/index	E:/downloads/inclusiveminds/inclusiveminds.in/wise/users/index.html	(from https://inclusiveminds.in/wise/)
07:57:10	142613/142613	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22140022e-22d15-63bc147204db5%22	https://inclusiveminds.in/images/nfs/2025/Madhav.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Madhav.png	(from https://inclusiveminds.in/nf_2025.php)
07:57:51	1772070/1772070	UR-M--	200	added ('Partial%20Content')	video/webm	etag:%22140352f-1b0a26-62c521dbb0480%22	https://inclusiveminds.in/images/mainvideo.webm	E:/downloads/inclusiveminds/inclusiveminds.in/images/mainvideo.webm	(from https://inclusiveminds.in/)
07:59:03	3017813/3017813	UR-M--	200	added ('Partial%20Content')	video/mp4	etag:%2214034d8-2e0c55-61cf1bbb28980%22	https://inclusiveminds.in/images/mainvideo.mp4	E:/downloads/inclusiveminds/inclusiveminds.in/images/mainvideo.mp4	(from https://inclusiveminds.in/)
07:59:04	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202026%2002:29:03%20GMT	https://inclusiveminds.in/nf	E:/downloads/inclusiveminds/inclusiveminds.in/nf.72.delayed	(from https://inclusiveminds.in/nf/users/index)
07:59:04	0/-1	---M--	301	error ('')			https://inclusiveminds.in/nf	E:/downloads/inclusiveminds/inclusiveminds.in/nf.74.delayed	(from https://inclusiveminds.in/nf/users/index)
07:59:23	163873/163873	---M-Z	200	added ('OK')	text/css	etag:W/%2228021-7Ba9Gb9K6bwuIzasQJpQO7varK0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	E:/downloads/inclusiveminds/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	(from https://inclusiveminds.in/nf/users/index)
07:59:27	6142/6142	---M-Z	200	added ('OK')	text/css	etag:%221641d4e-17fe-62d00e5c2587b-gzip%22	https://inclusiveminds.in/nf/css/style.css?v=1.0.1	E:/downloads/inclusiveminds/inclusiveminds.in/nf/css/stylef700.css	(from https://inclusiveminds.in/nf/users/index)
07:59:29	225387/225387	---M--	200	added ('OK')	image/png	etag:%221403753-3706b-62d04c1eef32f%22	http://inclusiveminds.in/nf/img/nehru-fellowship-inclusive-minds.png?v=1.0.1	E:/downloads/inclusiveminds/inclusiveminds.in/nf/img/nehru-fellowship-inclusive-mindsf700.png	(from https://inclusiveminds.in/nf/users/index)
07:59:32	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:32%20GMT	https://inclusiveminds.in/nf/index.php	E:/downloads/inclusiveminds/inclusiveminds.in/nf/index.77.delayed	(from https://inclusiveminds.in/nf/users/index)
07:59:33	18306/18306	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2002:29:32%20GMT	https://inclusiveminds.in/index.php	E:/downloads/inclusiveminds/inclusiveminds.in/index-2.html	(from https://inclusiveminds.in/nf/users/index)
07:59:33	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:33%20GMT	https://inclusiveminds.in/nf/users/register	E:/downloads/inclusiveminds/inclusiveminds.in/nf/users/register	(from https://inclusiveminds.in/nf/users/index)
07:59:33	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:33%20GMT	https://inclusiveminds.in/nf/users/login	E:/downloads/inclusiveminds/inclusiveminds.in/nf/users/login	(from https://inclusiveminds.in/nf/users/index)
07:59:34	10099/10099	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2002:29:33%20GMT	https://inclusiveminds.in/nf/users/forgot_password	E:/downloads/inclusiveminds/inclusiveminds.in/nf/users/forgot_password.html	(from https://inclusiveminds.in/nf/users/index)
07:59:35	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202026%2002:29:34%20GMT	https://inclusiveminds.in/wise	E:/downloads/inclusiveminds/inclusiveminds.in/wise	(from https://inclusiveminds.in/wise/users/index)
07:59:37	78129/78129	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213131-qF5oFiTJGhBqUUwx6s+A3oF7LMM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	E:/downloads/inclusiveminds/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	(from https://inclusiveminds.in/nf/users/index)
07:59:37	9378/9378	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Mar%202026%2002:29:35%20GMT	http://inclusiveminds.in/wise/img/wise-program-inclusive-minds.png?v=1.0.1	E:/downloads/inclusiveminds/inclusiveminds.in/wise/img/wise-program-inclusive-minds.7ef700.delayed	(from https://inclusiveminds.in/wise/users/index)
07:59:37	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202026%2002:29:37%20GMT	https://inclusiveminds.in/wise	E:/downloads/inclusiveminds/inclusiveminds.in/wise	(from https://inclusiveminds.in/wise/users/index)
07:59:38	6505/6505	---M-Z	200	added ('OK')	text/css	etag:%2218c076b-1969-62cee1dcbd480-gzip%22	https://inclusiveminds.in/wise/css/style.css?v=1.0.1	E:/downloads/inclusiveminds/inclusiveminds.in/wise/css/stylef700.css	(from https://inclusiveminds.in/wise/users/index)
07:59:38	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:38%20GMT	https://inclusiveminds.in/wise/index.php	E:/downloads/inclusiveminds/inclusiveminds.in/wise/index.php	(from https://inclusiveminds.in/wise/users/index)
07:59:39	16788/16788	---M--	200	added ('OK')	image/svg+xml	etag:%2218c0771-4194-63465a30ad000%22	https://inclusiveminds.in/wise/img/wise-logo-color.svg	E:/downloads/inclusiveminds/inclusiveminds.in/wise/img/wise-logo-color.svg	(from https://inclusiveminds.in/wise/users/index)
07:59:40	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:39%20GMT	https://inclusiveminds.in/wise/users/register	E:/downloads/inclusiveminds/inclusiveminds.in/wise/users/register.83.delayed	(from https://inclusiveminds.in/wise/users/index)
07:59:40	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:39%20GMT	https://inclusiveminds.in/wise/users/login	E:/downloads/inclusiveminds/inclusiveminds.in/wise/users/login	(from https://inclusiveminds.in/wise/users/index)
07:59:40	11333/11333	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2002:29:40%20GMT	https://inclusiveminds.in/wise/users/forgot_password	E:/downloads/inclusiveminds/inclusiveminds.in/wise/users/forgot_password.html	(from https://inclusiveminds.in/wise/users/index)
07:59:41	0/-1	---M--	301	error ('')			https://inclusiveminds.in/nf	E:/downloads/inclusiveminds/inclusiveminds.in/nf.86.delayed	(from https://inclusiveminds.in/nf/users/forgot_password)
07:59:41	0/-1	---M--	301	error ('')			https://inclusiveminds.in/nf	E:/downloads/inclusiveminds/inclusiveminds.in/nf.87.delayed	(from https://inclusiveminds.in/nf/users/forgot_password)
07:59:41	0/-1	---M--	302	error ('')			https://inclusiveminds.in/nf/index.php	E:/downloads/inclusiveminds/inclusiveminds.in/nf/index.88.delayed	(from https://inclusiveminds.in/nf/users/forgot_password)
07:59:41	11242/11242	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2002:29:41%20GMT	https://inclusiveminds.in/nf/users	E:/downloads/inclusiveminds/inclusiveminds.in/nf/users.html	(from https://inclusiveminds.in/nf/users/forgot_password)
07:59:42	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202026%2002:29:41%20GMT	https://inclusiveminds.in/wise	E:/downloads/inclusiveminds/inclusiveminds.in/wise	(from https://inclusiveminds.in/wise/users/forgot_password)
07:59:42	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202026%2002:29:42%20GMT	https://inclusiveminds.in/wise	E:/downloads/inclusiveminds/inclusiveminds.in/wise	(from https://inclusiveminds.in/wise/users/forgot_password)
07:59:42	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:42%20GMT	https://inclusiveminds.in/wise/index.php	E:/downloads/inclusiveminds/inclusiveminds.in/wise/index.php	(from https://inclusiveminds.in/wise/users/forgot_password)
07:59:43	12473/12473	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2002:29:42%20GMT	https://inclusiveminds.in/wise/users	E:/downloads/inclusiveminds/inclusiveminds.in/wise/users.html	(from https://inclusiveminds.in/wise/users/forgot_password)
07:59:43	0/-1	---M--	301	error ('')			https://inclusiveminds.in/nf	E:/downloads/inclusiveminds/inclusiveminds.in/nf.8e.delayed	(from https://inclusiveminds.in/nf/users)
07:59:43	0/-1	---M--	301	error ('')			https://inclusiveminds.in/nf	E:/downloads/inclusiveminds/inclusiveminds.in/nf.8f.delayed	(from https://inclusiveminds.in/nf/users)
07:59:43	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:43%20GMT	https://inclusiveminds.in/nf/users/register	E:/downloads/inclusiveminds/inclusiveminds.in/nf/users/register	(from https://inclusiveminds.in/nf/users)
07:59:43	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:43%20GMT	https://inclusiveminds.in/nf/users/login	E:/downloads/inclusiveminds/inclusiveminds.in/nf/users/login	(from https://inclusiveminds.in/nf/users)
07:59:44	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202026%2002:29:43%20GMT	https://inclusiveminds.in/wise	E:/downloads/inclusiveminds/inclusiveminds.in/wise	(from https://inclusiveminds.in/wise/users)
07:59:44	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202026%2002:29:44%20GMT	https://inclusiveminds.in/wise	E:/downloads/inclusiveminds/inclusiveminds.in/wise	(from https://inclusiveminds.in/wise/users)
07:59:44	0/-1	---M--	302	error ('')			https://inclusiveminds.in/wise/users/register	E:/downloads/inclusiveminds/inclusiveminds.in/wise/users/register.94.delayed	(from https://inclusiveminds.in/wise/users)
07:59:44	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:29:44%20GMT	https://inclusiveminds.in/wise/users/login	E:/downloads/inclusiveminds/inclusiveminds.in/wise/users/login	(from https://inclusiveminds.in/wise/users)
